tax_name,tax_path,foreign
Andrena,"48720:Andrena:""genus""	205141:Andreninae:""subfamily""	48719:Andrenidae:""family""	34735:Apoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Vespula,"7451:Vespula:""genus""	7439:Vespinae:""subfamily""	7438:Vespidae:""family""	34725:Vespoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Ichneumon,"27520:Ichneumon:""genus""	172511:Ichneumonini:""tribe""	65170:Ichneumoninae:""subfamily""	7408:Ichneumonidae:""family""	7401:Ichneumonoidea:""superfamily""	1955251:Parasitoida:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Glyphotaelius,"1271741:Glyphotaelius:""genus""	177673:Limnephilini:""tribe""	177669:Limnephilinae:""subfamily""	50645:Limnephilidae:""family""	41033:Limnephiloidea:""superfamily""	1683728:Plenitentoria:""infraorder""	93875:Integripalpia:""suborder""	30263:Trichoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Amphipyra,"56365:Amphipyra:""genus""	95182:Amphipyrinae:""subfamily""	7100:Noctuidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Brachyptera,"143731:Brachyptera:""genus""	143771:Brachypterainae:""subfamily""	143727:Taeniopterygidae:""family""	70405:Nemouroidea:""superfamily""	50622:Plecoptera:""order""	33341:Polyneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Diaphanosoma,"117531:Diaphanosoma:""genus""	77654:Sididae:""family""	116560:Ctenopoda:""infraorder""	6665:Cladocera:""suborder""	84337:Diplostraca:""order""	116557:Phyllopoda:""subclass""	6658:Branchiopoda:""class""	6657:Crustacea:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Thrips,"45057:Thrips:""genus""	153976:Thripinae:""subfamily""	45053:Thripidae:""family""	45049:Thripoidea:""superfamily""	38130:Terebrantia:""suborder""	30262:Thysanoptera:""order""	33342:Paraneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Cosmia,"116125:Cosmia:""genus""	116124:Ipimorphinae:""subfamily""	7100:Noctuidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Phosphuga,"414933:Phosphuga:""genus""	82881:Silphinae:""subfamily""	57514:Silphidae:""family""	75543:Staphylinoidea:""superfamily""	41085:Staphyliniformia:""infraorder""	41084:Polyphaga:""suborder""	7041:Coleoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Pollicipes,"36136:Pollicipes:""genus""	629293:Pollicipedidae:""family""	2899683:Pollicipedomorpha:""order""	2899756:Thoracicalcarea:""superorder""	6676:Thoracica:""infraclass""	6675:Cirripedia:""subclass""	116172:Thecostraca:""class""	2172821:Multicrustacea:""superclass""	6657:Crustacea:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",TRUE
Anorthoa,"988059:Anorthoa:""genus""	95244:Hadeninae:""subfamily""	7100:Noctuidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Tenthredo,"112291:Tenthredo:""genus""	112287:Tenthredininae:""subfamily""	27532:Tenthredinidae:""family""	85772:Tenthredinoidea:""superfamily""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Ennomos,"214128:Ennomos:""genus""	82596:Ennominae:""subfamily""	82593:Geometridae:""family""	82592:Geometroidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Epinotia,"29054:Epinotia:""genus""	581385:Eucosmini:""tribe""	81687:Olethreutinae:""subfamily""	7139:Tortricidae:""family""	37568:Tortricoidea:""superfamily""	104430:Apoditrysia:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Acyrthosiphon,"7028:Acyrthosiphon:""genus""	33386:Macrosiphini:""tribe""	133076:Aphidinae:""subfamily""	27482:Aphididae:""family""	33385:Aphidoidea:""superfamily""	33380:Aphidomorpha:""infraorder""	33373:Sternorrhyncha:""suborder""	7524:Hemiptera:""order""	33342:Paraneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Philonthus,"219450:Philonthus:""genus""	295648:Staphylinini:""tribe""	82886:Staphylininae:""subfamily""	351514:Staphylininae group:""no rank""	29026:Staphylinidae:""family""	75543:Staphylinoidea:""superfamily""	41085:Staphyliniformia:""infraorder""	41084:Polyphaga:""suborder""	7041:Coleoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Ocypus,"290671:Ocypus:""genus""	295648:Staphylinini:""tribe""	82886:Staphylininae:""subfamily""	351514:Staphylininae group:""no rank""	29026:Staphylinidae:""family""	75543:Staphylinoidea:""superfamily""	41085:Staphyliniformia:""infraorder""	41084:Polyphaga:""suborder""	7041:Coleoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Chironomus,"7150:Chironomus:""genus""	72530:Chironomini:""tribe""	54970:Chironominae:""subfamily""	7149:Chironomidae:""family""	41828:Chironomoidea:""superfamily""	43786:Culicomorpha:""infraorder""	7148:Nematocera:""suborder""	7147:Diptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Polydrusus,"122852:Polydrusus:""genus""	465383:Polydrusini:""tribe""	39814:Entiminae:""subfamily""	7042:Curculionidae:""family""	71529:Curculionoidea:""superfamily""	41088:Cucujiformia:""infraorder""	41084:Polyphaga:""suborder""	7041:Coleoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Macrobrachium,"6696:Macrobrachium:""genus""	6695:Palaemonidae:""family""	115580:Palaemonoidea:""superfamily""	6694:Caridea:""infraorder""	6692:Pleocyemata:""suborder""	6683:Decapoda:""order""	6682:Eucarida:""superorder""	72041:Eumalacostraca:""subclass""	6681:Malacostraca:""class""	2172821:Multicrustacea:""superclass""	6657:Crustacea:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",TRUE
Hyalella,"199487:Hyalella:""genus""	199477:Hyalellidae:""family""	199476:Talitroidea:""superfamily""	1732206:Talitrida:""infraorder""	1732196:Senticaudata:""suborder""	6821:Amphipoda:""order""	6820:Peracarida:""superorder""	72041:Eumalacostraca:""subclass""	6681:Malacostraca:""class""	2172821:Multicrustacea:""superclass""	6657:Crustacea:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",TRUE
Aphis,"80764:Aphis:""genus""	33387:Aphidini:""tribe""	133076:Aphidinae:""subfamily""	27482:Aphididae:""family""	33385:Aphidoidea:""superfamily""	33380:Aphidomorpha:""infraorder""	33373:Sternorrhyncha:""suborder""	7524:Hemiptera:""order""	33342:Paraneoptera:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Xestia,"320016:Xestia:""genus""	2555566:Noctuini:""tribe""	95179:Noctuinae:""subfamily""	7100:Noctuidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Eilema,"464722:Eilema:""genus""	132199:Lithosiini:""tribe""	30225:Arctiinae:""subfamily""	695564:Erebidae:""family""	37570:Noctuoidea:""superfamily""	104431:Obtectomera:""clade""	37567:Ditrysia:""clade""	41197:Heteroneura:""parvorder""	41196:Neolepidoptera:""infraorder""	41191:Glossata:""suborder""	7088:Lepidoptera:""order""	85604:Amphiesmenoptera:""superorder""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Polistes,"7456:Polistes:""genus""	76984:Polistini:""tribe""	7455:Polistinae:""subfamily""	7438:Vespidae:""family""	34725:Vespoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Bombus,"28641:Bombus:""genus""	83311:Bombini:""tribe""	70987:Apinae:""subfamily""	7458:Apidae:""family""	34735:Apoidea:""superfamily""	7434:Aculeata:""infraorder""	7400:Apocrita:""suborder""	7399:Hymenoptera:""order""	33392:Endopterygota:""cohort""	33340:Neoptera:""infraclass""	7496:Pterygota:""subclass""	85512:Dicondylia:""clade""	50557:Insecta:""class""	6960:Hexapoda:""subphylum""	197562:Pancrustacea:""clade""	197563:Mandibulata:""clade""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Stegodyphus,"175340:Stegodyphus:""genus""	175333:Eresidae:""family""	175332:Eresoidea:""superfamily""	74971:Entelegynae:""clade""	6905:Araneomorphae:""suborder""	6893:Araneae:""order""	6854:Arachnida:""class""	6843:Chelicerata:""subphylum""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Rhipicephalus,"34630:Rhipicephalus:""genus""	426437:Rhipicephalinae:""subfamily""	6939:Ixodidae:""family""	297308:Ixodoidea:""superfamily""	6935:Ixodida:""order""	6934:Parasitiformes:""superorder""	6933:Acari:""subclass""	6854:Arachnida:""class""	6843:Chelicerata:""subphylum""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Ixodes,"6944:Ixodes:""genus""	426442:Ixodinae:""subfamily""	6939:Ixodidae:""family""	297308:Ixodoidea:""superfamily""	6935:Ixodida:""order""	6934:Parasitiformes:""superorder""	6933:Acari:""subclass""	6854:Arachnida:""class""	6843:Chelicerata:""subphylum""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
Parasteatoda,"449632:Parasteatoda:""genus""	34643:Theridiidae:""family""	74975:Araneoidea:""superfamily""	74974:Orbiculariae:""clade""	74971:Entelegynae:""clade""	6905:Araneomorphae:""suborder""	6893:Araneae:""order""	6854:Arachnida:""class""	6843:Chelicerata:""subphylum""	6656:Arthropoda:""phylum""	88770:Panarthropoda:""clade""	1206794:Ecdysozoa:""clade""	33317:Protostomia:""clade""	33213:Bilateria:""clade""	6072:Eumetazoa:""clade""	33208:Metazoa:""kingdom""	33154:Opisthokonta:""clade""	2759:Eukaryota:""superkingdom""	131567:cellular organisms:""no rank""	1:root:""no rank""",FALSE
